11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 16, 5.08428, 0.000122
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 19, 4.44305, 5.2e-05
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 22, 3.74936, 4.8e-05
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 26, 6.00059, 8.1e-05
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 32, 5.12512, 0.000103
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 38, 12.0709, 0.000133
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 45, 6.4673, 0.000233
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 53, 10.349, 0.00024
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 64, 8.48267, 0.000296
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 76, 0.770689, 0.000389
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 90, 8.68704, 0.000564
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 107, 6.6972, 0.000712
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 128, 6.99139, 0.001027
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 152, 15.2411, 0.00156
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 181, 4.25256, 0.002276
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 215, 6.5401, 0.003967
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 256, 7.77228, 0.004758
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 304, 7.41879, 0.00511
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 362, 17.4657, 0.0051
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 430, 18.7009, 0.00773
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 512, 6.38456, 0.010518
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 608, 21.7851, 0.012794
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 724, 8.56682, 0.018622
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 861, 10.009, 0.026905
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 1024, 15.0743, 0.035463
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 1217, 30.1267, 0.047568
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 1448, 32.4621, 0.067673
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 1722, 26.774, 0.100573
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 2048, 50.2559, 0.136759
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 2435, 37.1636, 0.180278
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 2896, 19.2577, 0.254256
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 3444, 28.0925, 0.382372
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 4096, 41.5433, 0.471616
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 4870, 100.905, 0.633615
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 5792, 28.9433, 0.919386
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 6888, 74.038, 1.38213
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 8192, 105.398, 1.84756
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 9741, 59.7546, 2.46245
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 11585, 144.806, 3.59385
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 13777, 81.4108, 5.58449
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 16384, 83.2001, 7.66
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 19483, 89.3567, 10.2434
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 23170, 81.6447, 14.443
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 27554, 221.942, 22.0572
11, hpce.aes414.direct_fourier_transform_parfor_inner, 4, 4, 32768, 114.539, 30.3018
